SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,507,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,513,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,520,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,526,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,538,requires route-level trace,not proven in view,,select,{{…}},,,,,,{{…}},,,,,,,,,,,,,,,,{{…}},,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,553,requires route-level trace,not proven in view,,select,{{…}},,,,,,{{…}},,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,572,requires route-level trace,not proven in view,,input:date,from_date,,,,,,,,,,from_date,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,579,requires route-level trace,not proven in view,,input:date,to_date,,,,,,,,,,to_date,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,589,requires route-level trace,not proven in view,,button,reset,,,,,reset,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,593,requires route-level trace,not proven in view,,button,button@593,,,,,button@593,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.details,resources/views/admin-views/order/parcel-order-view.blade.php,26,requires route-level trace,not proven in view,,link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.details,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.details,resources/views/admin-views/order/parcel-order-view.blade.php,31,requires route-level trace,not proven in view,,link,{{…}},,,,,,,,,,,,,{{…}},,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.details,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,76,requires route-level trace,not proven in view,,toggle,toggle@76,,,,,,,,,,,,,toggle@76,,,,toggle@76,,toggle@76,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.generate-invoice,resources/views/admin-views/order/parcel-order-view.blade.php,123,requires route-level trace,not proven in view,,link,link@123,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.generate-invoice,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.generate-invoice,resources/views/admin-views/order/parcel-order-view.blade.php,134,requires route-level trace,not proven in view,,link,link@134,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.generate-invoice,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,210,requires route-level trace,not proven in view,,toggle,toggle@210,,,,,,,,,,,,,toggle@210,,,,,,toggle@210,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,513,requires route-level trace,not proven in view,,toggle,{{…}},,,,,,,,,,,,,{{…}},,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.switch_to_cod,resources/views/admin-views/order/parcel-order-view.blade.php,521,requires route-level trace,not proven in view,,form,order-{{…}},,,,,,,,,,,,,order-{{…}},,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.switch_to_cod,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,527,requires route-level trace,not proven in view,,button,button@527,,,,,button@527,,,,,,,,,,,,,,,,,button@527,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,546,requires route-level trace,not proven in view,,toggle,toggle@546,,,,,,,,,,,,,toggle@546,,,,,,toggle@546,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,554,requires route-level trace,not proven in view,,button,button@554,,,,,button@554,,,,,,,,,,,,,,,,,button@554,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,563,requires route-level trace,not proven in view,,toggle,toggle@563,,,,,,,,,,,,,toggle@563,,,,,,toggle@563,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,569,requires route-level trace,not proven in view,,toggle,toggle@569,,,,,,,,,,,,,toggle@569,,,,,,toggle@569,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,572,requires route-level trace,not proven in view,,button,button@572,,,,,button@572,,,,,,,,,,,,,,,,,button@572,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,581,requires route-level trace,not proven in view,,toggle,toggle@581,,,,,,,,,,,,,toggle@581,,,,,,toggle@581,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,not statically resolved,resources/views/admin-views/order/parcel-order-view.blade.php,606,requires route-level trace,not proven in view,,button,button@606,,,,,button@606,,,,,,,,,,,,,,,,,button@606,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.status,resources/views/admin-views/order/parcel-order-view.blade.php,636,requires route-level trace,not proven in view,,menu/action link,menu/action link@636,,,,,,,,,,,,,,,,,,,,menu/action link@636,,menu/action link@636,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.status,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-order-view.blade.php,route:admin.order.status,resources/views/admin-views/order/parcel-order-view.blade.php,640,requires route-level trace,not proven in view,,menu/action link,menu/action link@640,,,,,,,,,,,,,,,,,,,,menu/action link@640,,menu/action link@640,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.status,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
